sign_class,xtl,ytl,xbr,ybr,temporary,occluded,data,filename
4.3,1381,921,1415,956,False,True,,1520430184980000_7809061000.jpg
5.23.1,1601,801,1772,855,False,False,Заречье,1520430184980000_7809061000.jpg
5.20,2008,0,2262,260,False,True,,1520430184980000_7809061000.jpg
5.19.2,280,848,343,917,False,False,,1520430184980000_7809061000.jpg
6.10.1,36,809,308,945,False,True,,1520430184980000_7809061000.jpg
1.34.1,1084,968,1155,985,False,False,,1520430184980000_7809061000.jpg
1.34.1,1331,968,1349,978,False,False,,1520430184980000_7809061000.jpg
4.4.1,310,932,331,998,False,False,,1520430184980000_7809061000.jpg
4.4.1,1528,883,1540,962,False,False,,1520430184980000_7809061000.jpg
4.4.1,1829,814,1870,961,False,False,,1520430186113000_7810194000.jpg
3.24,1223,979,1232,988,False,False,40,1520430186113000_7810194000.jpg
1.34.1,1349,977,1368,989,False,False,,1520430186113000_7810194000.jpg
4.3,1443,913,1490,960,False,True,,1520430186113000_7810194000.jpg
8.13,1441,857,1487,905,False,True,,1520430186113000_7810194000.jpg
5.20,1470,861,1528,919,False,False,,1520430186113000_7810194000.jpg
5.19.1,1783,621,1936,772,False,False,,1520430186113000_7810194000.jpg
5.23.1,1976,666,2292,763,False,True,Заречье,1520430186113000_7810194000.jpg
1.34.1,1074,975,1155,993,False,False,,1520430186113000_7810194000.jpg
2.1,1430,785,1496,851,False,False,,1520430186113000_7810194000.jpg
4.3,1565,898,1628,962,False,False,,1520430187113000_7811194000.jpg
8.13,1564,824,1625,888,False,True,,1520430187113000_7811194000.jpg
3.24,1254,988,1264,998,False,False,40.0,1520430187113000_7811194000.jpg
1.34.1,1393,987,1414,1000,False,False,,1520430187113000_7811194000.jpg
1.34.1,1087,982,1181,1004,False,False,,1520430187113000_7811194000.jpg
2.1,1550,725,1637,813,False,False,,1520430187113000_7811194000.jpg
5.20,1627,817,1709,900,False,False,,1520430187113000_7811194000.jpg
4.3,1810,810,1909,912,False,False,,1520430188179000_7812261000.jpg
8.13,1809,693,1910,796,False,False,,1520430188179000_7812261000.jpg
5.20,2024,638,2178,791,False,False,,1520430188179000_7812261000.jpg
2.1,1788,537,1926,678,False,False,,1520430188179000_7812261000.jpg
1.34.1,1433,955,1455,969,False,False,,1520430188179000_7812261000.jpg
3.24,1275,956,1286,966,False,False,40.0,1520430188179000_7812261000.jpg
1.34.1,1086,946,1200,971,False,False,,1520430188179000_7812261000.jpg
1.34.1,1457,939,1481,955,False,False,,1520430189246000_7813327000.jpg
3.24,1277,939,1288,951,False,False,40.0,1520430189246000_7813327000.jpg
1.34.1,1059,921,1199,952,False,False,,1520430189246000_7813327000.jpg
5.16,1033,933,1038,945,False,True,,1520430189246000_7813327000.jpg
1.34.1,1389,933,1415,950,False,False,,1520430190246000_7814327000.jpg
3.24,1189,934,1200,947,False,False,40.0,1520430190246000_7814327000.jpg
1.34.1,922,902,1099,943,False,False,,1520430190246000_7814327000.jpg
5.19.1,1157,932,1165,940,False,False,,1520430190246000_7814327000.jpg
1.34.1,1168,975,1195,993,False,False,,1520430191212000_7815294000.jpg
3.24,952,978,965,991,False,False,40.0,1520430191212000_7815294000.jpg
1.34.1,554,927,796,981,False,False,,1520430191212000_7815294000.jpg
5.19.1,923,976,931,984,False,False,,1520430191212000_7815294000.jpg
5.19.1,515,965,525,974,False,False,,1520430192179000_7816260000.jpg
3.24,539,967,554,981,False,False,40.0,1520430192179000_7816260000.jpg
1.34.1,762,964,795,986,False,False,,1520430192179000_7816260000.jpg
1.34.1,0,881,106,963,False,True,,1520430192179000_7816260000.jpg
5.19.2,327,960,336,968,False,False,,1520430192179000_7816260000.jpg
5.16,237,956,246,964,False,True,,1520430192179000_7816260000.jpg
1.34.1,58,906,109,932,False,False,,1520430193245000_7817327000.jpg
3.1,1777,1052,1792,1064,False,True,,1520430193245000_7817327000.jpg
3.1,1738,1046,1757,1062,False,True,,1520430194312000_7818393000.jpg
3.1,2015,1069,2036,1087,False,True,,1520430195278000_7819360000.jpg
3.24,211,989,231,1008,False,False,40.0,1520430196345000_7820426000.jpg
5.19.2,106,990,118,1002,False,False,,1520430196345000_7820426000.jpg
5.19.1,331,985,342,997,False,True,,1520430196345000_7820426000.jpg
5.19.2,560,956,570,967,False,False,,1520430197211000_7821293000.jpg
5.19.1,772,950,778,962,False,True,,1520430197211000_7821293000.jpg
3.24,634,954,641,974,False,True,40.0,1520430197211000_7821293000.jpg
1.34.1,0,924,89,982,False,True,,1520430197211000_7821293000.jpg
5.16,360,960,373,979,False,False,,1520430197211000_7821293000.jpg
5.19.2,959,945,970,956,False,False,,1520430198078000_7822159000.jpg
5.16,751,948,765,967,False,False,,1520430198078000_7822159000.jpg
1.34.1,0,877,117,957,False,True,,1520430198078000_7822159000.jpg
5.19.2,1473,916,1485,928,False,False,,1520430199211000_7823292000.jpg
5.16,1247,916,1262,938,False,False,,1520430199211000_7823292000.jpg
3.24,1551,910,1560,934,False,True,40.0,1520430199211000_7823292000.jpg
5.19.1,1711,911,1724,925,False,True,,1520430199211000_7823292000.jpg
5.19.2,1727,943,1741,956,False,False,,1520430200311000_7824392000.jpg
5.16,1484,940,1500,965,False,False,,1520430200311000_7824392000.jpg
3.24,1867,929,1897,958,False,False,40.0,1520430200311000_7824392000.jpg
5.19.1,2005,936,2010,945,False,True,,1520430200311000_7824392000.jpg
3.24,2078,900,2116,935,False,False,40.0,1520430201177000_7825259000.jpg
5.19.1,2158,917,2176,934,False,True,,1520430201177000_7825259000.jpg
5.19.2,1850,922,1865,937,False,False,,1520430201177000_7825259000.jpg
5.16,1597,917,1614,944,False,False,,1520430201177000_7825259000.jpg
5.19.1,2138,948,2148,965,False,True,,1520430202044000_7826125000.jpg
3.24,2154,921,2200,964,False,False,40.0,1520430202044000_7826125000.jpg
5.19.2,1806,949,1822,965,False,False,,1520430202044000_7826125000.jpg
5.16,1549,939,1568,969,False,False,,1520430202044000_7826125000.jpg
3.24,2084,930,2138,982,False,False,40.0,1520430202877000_7826958000.jpg
5.19.1,1955,966,1975,984,False,False,,1520430202877000_7826958000.jpg
5.19.2,1606,965,1623,982,False,False,,1520430202877000_7826958000.jpg
5.16,1343,952,1364,985,False,False,,1520430202877000_7826958000.jpg
5.16,2051,960,2066,980,False,False,,1520430202877000_7826958000.jpg
5.16,1784,961,1798,982,False,True,,1520430203710000_7827792000.jpg
3.24,1964,919,2029,982,False,False,40.0,1520430203710000_7827792000.jpg
5.19.1,1697,966,1718,986,False,False,,1520430203710000_7827792000.jpg
5.19.2,1327,963,1345,981,False,False,,1520430203710000_7827792000.jpg
5.16,1042,944,1067,982,False,False,,1520430203710000_7827792000.jpg
5.19.2,1016,949,1036,969,False,False,,1520430204610000_7828691000.jpg
5.16,669,922,697,968,False,False,,1520430204610000_7828691000.jpg
5.19.1,1423,954,1445,976,False,False,,1520430204610000_7828691000.jpg
5.16,1506,950,1520,972,False,False,,1520430204610000_7828691000.jpg
3.24,1900,880,1991,970,False,False,40.0,1520430204610000_7828691000.jpg
3.27,1369,957,1377,965,False,False,,1520430204610000_7828691000.jpg
5.16,1427,938,1443,963,False,False,,1520430205443000_7829525000.jpg
5.19.1,1342,941,1367,966,False,False,,1520430205443000_7829525000.jpg
3.24,2292,760,2448,924,False,True,40.0,1520430205443000_7829525000.jpg
5.19.2,884,943,906,966,False,False,,1520430205443000_7829525000.jpg
5.16,427,911,463,967,False,False,,1520430205443000_7829525000.jpg
3.27,1274,949,1283,958,False,False,,1520430205443000_7829525000.jpg
3.27,1273,953,1281,962,False,False,,1520430206576000_7830658000.jpg
5.19.2,810,939,838,967,False,False,,1520430206576000_7830658000.jpg
5.16,43,877,98,962,False,False,,1520430206576000_7830658000.jpg
5.16,1459,935,1476,963,False,False,,1520430206576000_7830658000.jpg
5.19.1,1369,935,1401,966,False,False,,1520430206576000_7830658000.jpg
3.27,1260,932,1272,943,False,False,,1520430207643000_7831724000.jpg
5.16,1491,903,1513,937,False,False,,1520430207643000_7831724000.jpg
5.19.1,1403,897,1444,937,False,False,,1520430207643000_7831724000.jpg
5.19.2,684,912,719,948,False,False,,1520430207643000_7831724000.jpg
3.27,1251,929,1264,942,False,False,,1520430208676000_7832758000.jpg
5.19.1,1478,858,1538,917,False,False,,1520430208676000_7832758000.jpg
5.16,1549,884,1576,926,False,True,,1520430208676000_7832758000.jpg
5.19.2,475,892,524,943,False,False,,1520430208676000_7832758000.jpg
3.27,1258,953,1272,967,False,False,,1520430209709000_7833791000.jpg
5.19.1,1701,802,1807,908,False,False,,1520430209709000_7833791000.jpg
5.16,1665,910,1701,964,False,True,,1520430209709000_7833791000.jpg
5.19.2,67,868,143,949,False,False,,1520430209709000_7833791000.jpg
3.27,1273,953,1288,968,False,False,,1520430210609000_7834691000.jpg
5.16,1858,846,1908,924,False,True,,1520430210609000_7834691000.jpg
3.27,1292,950,1308,967,False,False,,1520430211642000_7835724000.jpg
3.27,1293,958,1312,978,False,False,,1520430212609000_7836690000.jpg
6.9.1,1218,1026,1226,1030,False,True,,1520430212609000_7836690000.jpg
3.27,1302,941,1326,965,False,False,,1520430213609000_7837690000.jpg
6.9.1,1213,1016,1222,1025,False,True,,1520430213609000_7837690000.jpg
6.9.1,1208,1029,1218,1039,False,True,,1520430214475000_7838557000.jpg
3.27,1317,944,1345,972,False,False,,1520430214475000_7838557000.jpg
3.27,1376,940,1411,975,False,False,,1520430215642000_7839723000.jpg
6.9.1,1223,1042,1239,1056,False,True,,1520430215642000_7839723000.jpg
6.9.1,1230,1056,1266,1073,False,True,,1520430216608000_7840690000.jpg
3.27,1462,929,1512,979,False,False,,1520430216608000_7840690000.jpg
6.9.1,1238,1024,1278,1044,False,True,,1520430217641000_7841723000.jpg
3.27,1686,830,1777,920,False,False,,1520430217641000_7841723000.jpg
6.9.1,1241,1007,1285,1031,False,True,,1520430218736000_7842789000.jpg
6.9.1,1222,1004,1271,1033,False,True,,1520430219541000_7843623000.jpg
6.9.1,1244,1004,1294,1035,False,True,,1520430220608000_7844689000.jpg
6.9.1,1261,1002,1318,1035,False,True,,1520430221441000_7845522000.jpg
6.9.1,1266,993,1329,1029,False,True,,1520430222474000_7846555000.jpg
6.10.1,1237,1024,1252,1036,False,True,,1520430222474000_7846555000.jpg
6.9.1,1280,978,1352,1019,False,True,,1520430223607000_7847689000.jpg
6.10.1,1252,1018,1283,1030,False,True,,1520430223607000_7847689000.jpg
6.9.1,1280,968,1363,1015,False,True,,1520430224540000_7848622000.jpg
6.10.1,1248,1012,1280,1025,False,True,,1520430224540000_7848622000.jpg
2.1,1238,1017,1245,1024,False,False,,1520430224540000_7848622000.jpg
2.1,1231,1002,1238,1009,False,False,,1520430225640000_7849722000.jpg
6.9.1,1282,947,1381,1001,False,True,,1520430225640000_7849722000.jpg
6.10.1,1250,996,1276,1010,False,True,,1520430225640000_7849722000.jpg
5.19.1,1241,998,1248,1006,False,False,,1520430225640000_7849722000.jpg
8.22.3,1182,1009,1185,1022,False,False,,1520430225640000_7849722000.jpg
8.22.3,1173,1002,1177,1013,False,False,,1520430226740000_7850821000.jpg
5.19.1,1237,991,1245,1000,False,False,,1520430226740000_7850821000.jpg
2.1,1226,995,1233,1003,False,False,,1520430226740000_7850821000.jpg
6.9.1,1291,932,1407,998,False,True,,1520430226740000_7850821000.jpg
6.10.1,1234,989,1275,1005,False,True,,1520430226740000_7850821000.jpg
6.10.1,1251,984,1295,1002,False,True,,1520430227906000_7851988000.jpg
5.19.1,1253,987,1262,996,False,False,,1520430227906000_7851988000.jpg
2.1,1240,992,1248,1001,False,False,,1520430227906000_7851988000.jpg
8.22.3,1184,998,1187,1009,False,False,,1520430227906000_7851988000.jpg
6.9.1,1331,914,1476,996,False,True,,1520430227906000_7851988000.jpg
5.16,1069,990,1076,1002,False,False,,1520430227906000_7851988000.jpg
5.16,1048,987,1057,1000,False,False,,1520430229006000_7853088000.jpg
6.10.1,1251,980,1299,1000,False,True,,1520430229006000_7853088000.jpg
5.19.1,1254,983,1264,993,False,False,,1520430229006000_7853088000.jpg
2.1,1238,988,1248,998,False,False,,1520430229006000_7853088000.jpg
8.22.3,1176,994,1180,1006,False,False,,1520430229006000_7853088000.jpg
6.9.1,1367,890,1557,998,False,True,,1520430229006000_7853088000.jpg
5.19.2,1024,997,1033,1005,False,True,,1520430229006000_7853088000.jpg
5.16,1053,976,1063,991,False,False,,1520430230106000_7854188000.jpg
6.10.1,1280,968,1335,991,False,True,,1520430230106000_7854188000.jpg
5.19.1,1286,972,1297,984,False,False,,1520430230106000_7854188000.jpg
2.1,1266,977,1278,988,False,False,,1520430230106000_7854188000.jpg
8.22.3,1197,983,1201,996,False,False,,1520430230106000_7854188000.jpg
6.9.1,1477,834,1756,992,False,False,,1520430230106000_7854188000.jpg
5.19.2,1027,987,1038,996,False,True,,1520430230106000_7854188000.jpg
6.16,1285,985,1298,990,False,False,,1520430230106000_7854188000.jpg
5.16,1008,962,1020,981,False,False,,1520430231206000_7855287000.jpg
6.10.1,1269,956,1331,982,False,True,,1520430231206000_7855287000.jpg
5.19.1,1276,961,1290,974,False,False,,1520430231206000_7855287000.jpg
2.1,1252,967,1265,979,False,False,,1520430231206000_7855287000.jpg
8.22.3,1175,975,1180,989,False,False,,1520430231206000_7855287000.jpg
6.9.1,1690,698,2194,986,False,False,,1520430231206000_7855287000.jpg
5.19.2,985,975,992,987,False,True,,1520430231206000_7855287000.jpg
6.16,1274,976,1290,982,False,False,,1520430231206000_7855287000.jpg
5.16,1235,963,1240,974,False,True,,1520430231206000_7855287000.jpg
6.16,1287,967,1310,974,False,False,,1520430232306000_7856387000.jpg
5.16,1239,954,1247,965,False,False,,1520430232306000_7856387000.jpg
5.16,976,953,990,974,False,False,,1520430232306000_7856387000.jpg
6.10.1,1282,944,1353,975,False,True,,1520430232306000_7856387000.jpg
5.19.1,1291,949,1307,965,False,False,,1520430232306000_7856387000.jpg
2.1,1261,957,1276,972,False,False,,1520430232306000_7856387000.jpg
8.22.3,1174,967,1180,980,False,False,,1520430232306000_7856387000.jpg
5.19.2,948,967,962,981,False,False,,1520430232306000_7856387000.jpg
2.1,1274,973,1292,990,False,False,,1520430233272000_7857354000.jpg
6.10.1,1300,958,1382,993,False,True,,1520430233272000_7857354000.jpg
6.16,1308,984,1335,992,False,False,,1520430233272000_7857354000.jpg
5.19.1,1313,963,1331,982,False,False,,1520430233272000_7857354000.jpg
5.16,1247,970,1255,982,False,False,,1520430233272000_7857354000.jpg
5.16,941,966,956,992,False,False,,1520430233272000_7857354000.jpg
8.22.3,1176,983,1181,998,False,False,,1520430233272000_7857354000.jpg
5.19.2,911,984,927,1000,False,False,,1520430233272000_7857354000.jpg
5.16,1250,926,1259,940,False,False,,1520430234439000_7858520000.jpg
2.1,1287,927,1306,950,False,True,,1520430234439000_7858520000.jpg
6.10.1,1318,909,1420,952,False,True,,1520430234439000_7858520000.jpg
5.19.1,1339,915,1362,937,False,False,,1520430234439000_7858520000.jpg
6.16,1333,941,1367,951,False,False,,1520430234439000_7858520000.jpg
5.16,871,918,891,947,False,False,,1520430234439000_7858520000.jpg
8.22.3,1170,941,1176,957,False,False,,1520430234439000_7858520000.jpg
5.19.2,844,939,865,959,False,False,,1520430234439000_7858520000.jpg
6.9.2,1237,905,1277,931,False,True,,1520430234439000_7858520000.jpg
4.2.3,1170,934,1176,940,False,False,,1520430234439000_7858520000.jpg
3.1,1072,952,1079,958,False,False,,1520430234439000_7858520000.jpg
3.1,1093,969,1099,975,False,False,,1520430235539000_7859620000.jpg
5.16,1283,938,1293,954,False,False,,1520430235539000_7859620000.jpg
2.1,1327,938,1351,963,False,True,,1520430235539000_7859620000.jpg
6.10.1,1371,914,1490,966,False,True,,1520430235539000_7859620000.jpg
5.19.1,1401,918,1429,947,False,False,,1520430235539000_7859620000.jpg
6.16,1394,951,1436,963,False,False,,1520430235539000_7859620000.jpg
5.16,825,928,849,966,False,False,,1520430235539000_7859620000.jpg
8.22.3,1196,957,1202,975,False,False,,1520430235539000_7859620000.jpg
5.19.2,804,956,829,980,False,True,,1520430235539000_7859620000.jpg
6.9.2,1267,917,1322,947,False,True,,1520430235539000_7859620000.jpg
4.2.3,1196,948,1201,955,False,False,,1520430235539000_7859620000.jpg
2.4,25,948,39,966,False,True,,1520430235539000_7859620000.jpg
6.16,1470,935,1520,950,False,False,,1520430236505000_7860587000.jpg
5.19.1,1478,895,1513,929,False,False,,1520430236505000_7860587000.jpg
4.2.3,1225,934,1232,941,False,False,,1520430236505000_7860587000.jpg
8.22.3,1225,942,1233,961,False,False,,1520430236505000_7860587000.jpg
3.1,1118,955,1125,962,False,False,,1520430236505000_7860587000.jpg
5.16,780,904,809,951,False,False,,1520430236505000_7860587000.jpg
5.19.2,770,939,799,966,False,True,,1520430236505000_7860587000.jpg
5.16,1321,922,1332,939,False,False,,1520430236505000_7860587000.jpg
6.9.2,1301,901,1358,932,False,True,,1520430236505000_7860587000.jpg
2.1,1376,925,1406,950,False,True,,1520430236505000_7860587000.jpg
6.10.1,1431,892,1573,952,False,True,,1520430236505000_7860587000.jpg
6.9.2,1295,879,1356,911,False,True,,1520430237338000_7861420000.jpg
6.10.1,1452,863,1611,930,False,True,,1520430237338000_7861420000.jpg
2.1,1383,894,1414,927,False,True,,1520430237338000_7861420000.jpg
5.16,1317,899,1329,918,False,False,,1520430237338000_7861420000.jpg
6.16,1505,910,1564,927,False,False,,1520430237338000_7861420000.jpg
5.19.1,1514,863,1554,903,False,False,,1520430237338000_7861420000.jpg
8.22.3,1216,922,1222,940,False,False,,1520430237338000_7861420000.jpg
4.2.3,1215,913,1223,921,False,False,,1520430237338000_7861420000.jpg
3.1,1105,935,1111,942,False,False,,1520430237338000_7861420000.jpg
5.19.2,700,928,732,945,False,True,,1520430237338000_7861420000.jpg
5.16,695,871,729,926,False,False,,1520430237338000_7861420000.jpg
4.2.3,1214,948,1223,953,False,True,,1520430237338000_7861420000.jpg
6.9.2,1313,869,1376,902,False,True,,1520430238305000_7862386000.jpg
8.22.3,1230,915,1236,936,False,False,,1520430238305000_7862386000.jpg
2.1,1419,881,1455,918,False,False,,1520430238305000_7862386000.jpg
4.2.3,1229,906,1237,914,False,False,,1520430238305000_7862386000.jpg
6.10.1,1503,842,1688,920,False,True,,1520430238305000_7862386000.jpg
6.16,1582,892,1654,913,False,False,,1520430238305000_7862386000.jpg
5.19.1,1594,838,1642,885,False,False,,1520430238305000_7862386000.jpg
5.16,1339,891,1351,910,False,False,,1520430238305000_7862386000.jpg
5.19.2,639,898,676,938,False,True,,1520430238305000_7862386000.jpg
3.1,1115,929,1122,936,False,False,,1520430238305000_7862386000.jpg
5.16,607,845,649,913,False,False,,1520430238305000_7862386000.jpg
4.2.3,1227,943,1238,948,False,True,,1520430238305000_7862386000.jpg
6.9.2,1304,863,1370,896,False,True,,1520430239306000_7863219000.jpg
5.16,1333,883,1346,904,False,False,,1520430239306000_7863219000.jpg
2.1,1426,870,1466,911,False,False,,1520430239306000_7863219000.jpg
6.10.1,1524,825,1730,912,False,True,,1520430239306000_7863219000.jpg
